ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date,status,deprecated_at,deprecated_reason
ASC-X9-IR-F01-2022,ASC X9 IR 01-2022 — Quantum Computing Risks to the Financial Services Industry,Technical Standards,Industry & Research,governance,2,all,Discuss quantum-safe migration plans with suppliers and partners and coordinate activities as an explicit phase in the migration roadmap.,"At this point, the organization should also discuss with their suppliers and partners what their respective quantumsafe migration plans are and coordinate as appropriate. Again, this should be an explicit phase in the migration roadmap.",Section 13.3 (implied by context of Steps 4-6),https://x9.org/wp-content/uploads/2022/11/X9F-Quantum-Computing-Risk-Study-Group-IR-F01-2022_20221129-Published-PDF.pdf,medium,qwen3.6:27b-q8_0,2026-08-09,active,,
ASC-X9-IR-F01-2022,ASC X9 IR 01-2022 — Quantum Computing Risks to the Financial Services Industry,Technical Standards,Industry & Research,inventory,2,all,Maintain complete and current inventories of cryptographic assets to understand quantum vulnerabilities and assess impact.,"By having complete and current inventories, understanding the quantum-vulnerabilities of those inventoried items, and by assessing the impact of those vulnerabilities being exploited...",Section 13.3 (implied by context of Steps 4-6),https://x9.org/wp-content/uploads/2022/11/X9F-Quantum-Computing-Risk-Study-Group-IR-F01-2022_20221129-Published-PDF.pdf,medium,qwen3.6:27b-q8_0,2026-08-09,active,,
ASC-X9-IR-F01-2022,ASC X9 IR 01-2022 — Quantum Computing Risks to the Financial Services Industry,Technical Standards,Industry & Research,lifecycle,2,all,Map post-quantum solutions to identified vulnerabilities as a specific item on the migration roadmap.,Now that the organization has a current understanding of the quantum-safe solutions landscape and a thorough understanding of their own quantum vulnerabilities... they can undergo the process of mapping the known solutions to their specific vulnerabilities. Doing so should be an item on the migration roadmap.,Step 4) Map post quantum solutions to vulnerabilities,https://x9.org/wp-content/uploads/2022/11/X9F-Quantum-Computing-Risk-Study-Group-IR-F01-2022_20221129-Published-PDF.pdf,medium,qwen3.6:27b-q8_0,2026-08-09,active,,
ASC-X9-IR-F01-2022,ASC X9 IR 01-2022 — Quantum Computing Risks to the Financial Services Industry,Technical Standards,Industry & Research,assurance,2,all,"Validate the suitability of identified quantum-safe solutions, including proof-of-concept projects, as an item in the migration roadmap.","At this step, it can be a good idea to engage in proof-of-concept projects to thoroughly validate the suitability of various solutions. Such validation should be an item in the migration roadmap.",Step 5) Validate the suitability of identified solutions,https://x9.org/wp-content/uploads/2022/11/X9F-Quantum-Computing-Risk-Study-Group-IR-F01-2022_20221129-Published-PDF.pdf,medium,qwen3.6:27b-q8_0,2026-08-09,active,,
ASC-X9-IR-F01-2022,ASC X9 IR 01-2022 — Quantum Computing Risks to the Financial Services Industry,Technical Standards,Industry & Research,governance,2,all,"Update policies, processes, and procedures to reflect changes for developers, users, and other entities affected by the migration.","As appropriate, the organization should update their policies, processes, and procedures to reflect the changes for developers, users, and other entities affected by the migration.",Step 6) Finalize preparations and execute the migration,https://x9.org/wp-content/uploads/2022/11/X9F-Quantum-Computing-Risk-Study-Group-IR-F01-2022_20221129-Published-PDF.pdf,medium,qwen3.6:27b-q8_0,2026-08-09,active,,
ASC-X9-IR-F01-2022,ASC X9 IR 01-2022 — Quantum Computing Risks to the Financial Services Industry,Technical Standards,Industry & Research,assurance,3,keys,Use random number generators certified to comply with BSI AIS.31 or NIST SP 800-90B requirements for cryptographic key generation.,"Whether you use a QRNG or a conventional method for generating random numbers, it is strongly recommended that you use a random number generator that is certified to comply with either the BSI AIS.31 requirements or the NIST SP 800-90B requirements.","Section 9.2.2, Page 66",https://x9.org/wp-content/uploads/2022/11/X9F-Quantum-Computing-Risk-Study-Group-IR-F01-2022_20221129-Published-PDF.pdf,medium,qwen3.6:27b-q8_0,2026-08-09,active,,
ASC-X9-IR-F01-2022,ASC X9 IR 01-2022 — Quantum Computing Risks to the Financial Services Industry,Technical Standards,Industry & Research,governance,2,all,Appoint a person or team to track quantum computing development rates and algorithmic advances to adjust the migration plan accordingly.,"Organizations should appoint someone, whether a single person or a team, to keep track of the rate of quantum computing development, so that the migration plan can be adjusted accordingly.","Section 13.1, Table 6",https://x9.org/wp-content/uploads/2022/11/X9F-Quantum-Computing-Risk-Study-Group-IR-F01-2022_20221129-Published-PDF.pdf,medium,qwen3.6:27b-q8_0,2026-08-09,active,,
ASC-X9-IR-F01-2022,ASC X9 IR 01-2022 — Quantum Computing Risks to the Financial Services Industry,Technical Standards,Industry & Research,inventory,2,all,"Identify where and how the organization consumes quantum-vulnerable cryptography and non-cryptographic vulnerabilities, including within supply chains.",Understand where and how the organization currently consumes quantum-vulnerable cryptography... This step should also include identifying the cryptographic and non-cryptographic vulnerabilities throughout the organization’s supply chains.,"Section 13, Step 3",https://x9.org/wp-content/uploads/2022/11/X9F-Quantum-Computing-Risk-Study-Group-IR-F01-2022_20221129-Published-PDF.pdf,medium,qwen3.6:27b-q8_0,2026-08-09,active,,
ASC-X9-IR-F01-2022,ASC X9 IR 01-2022 — Quantum Computing Risks to the Financial Services Industry,Technical Standards,Industry & Research,lifecycle,2,software,Integrate crypto agility into systems that cannot be immediately upgraded to expedite updates once standards permit.,"In such situations, the organization should consider integrating crypto agility (section 9.4) into the system to expedite the system update once it is permissible to do so.","Section 13.1, Table 6",https://x9.org/wp-content/uploads/2022/11/X9F-Quantum-Computing-Risk-Study-Group-IR-F01-2022_20221129-Published-PDF.pdf,medium,qwen3.6:27b-q8_0,2026-08-09,active,,
ASC-X9-IR-F01-2022,ASC X9 IR 01-2022 — Quantum Computing Risks to the Financial Services Industry,Technical Standards,Industry & Research,lifecycle,2,all,Engage suppliers to learn their plans for implementing quantum-safe migration strategies.,"Additionally, the organization should engage their suppliers to learn what their plans are towards implementing their own quantum-safe migration strategies.","Section 13, Step 4",https://x9.org/wp-content/uploads/2022/11/X9F-Quantum-Computing-Risk-Study-Group-IR-F01-2022_20221129-Published-PDF.pdf,medium,qwen3.6:27b-q8_0,2026-08-09,active,,
